station_1,station_2,s1_strip,s2_strip,trains,geometry_x,city1,geometry_y,city2,dist
Wenzhounan Railway Station,Huangshibei Railway Station,wenzhou,huangshi,2,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (12794493.173591366 3523669.4151834175 0),huangshi,0.6874764948027619
Wenzhounan Railway Station,Huangshibei Railway Station,wenzhou,huangshi,2,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (12801984.896730194 3531097.5994688505 0),huangshi,0.6837077786629575
Wenzhounan Railway Station,Taizhou Railway Station,wenzhou,taizhou,1,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13501498.221849564 3336140.026828585 0),taizhou,0.11182853932971294
Wenzhounan Railway Station,Taizhou Railway Station,wenzhou,taizhou,1,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13501498.221849564 3336140.026828585 0),taizhou,0.12019768053888191
Wenzhounan Railway Station,Wenling Railway Station,wenzhou,wenling,1,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13505335.949383482 3309916.4656424504 0),wenling,0.09509532491513506
Wenzhounan Railway Station,Wenling Railway Station,wenzhou,wenling,1,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13505335.949383482 3309916.4656424504 0),wenling,0.10477634407950992
Wenzhounan Railway Station,Leqing Railway Station,wenzhou,leqing,7,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13453538.845268073 3260069.079567051 0),leqing,0.023460140626657477
Wenzhounan Railway Station,Leqing Railway Station,wenzhou,leqing,7,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13453538.845268073 3260069.079567051 0),leqing,0.03400031849028898
Wenzhounan Railway Station,Yandangshan Railway Station,wenzhou,yandangshan,84,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13486267.872169605 3292550.3744568825 0),yandangshan,0.06930782216909306
Wenzhounan Railway Station,Yandangshan Railway Station,wenzhou,yandangshan,84,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13486267.872169605 3292550.3744568825 0),yandangshan,0.0790736418215607
Wenzhounan Railway Station,Fuding Railway Station,wenzhou,fuding,111,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13378858.704023726 3159209.739682336 0),fuding,0.10363836616497177
Wenzhounan Railway Station,Fuding Railway Station,wenzhou,fuding,111,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13378858.704023726 3159209.739682336 0),fuding,0.09658075123906885
Wenzhounan Railway Station,Jinandong Railway Station,wenzhou,jinan,111,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13026980.950424302 4394771.585018288 0),jinan,1.2179720703322352
Wenzhounan Railway Station,Jinandong Railway Station,wenzhou,jinan,111,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13026980.950424302 4394771.585018288 0),jinan,1.2159596377341642
Wenzhounan Railway Station,Yongjia Railway Station,wenzhou,yongjia,1,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13435290.745642262 3258067.834295511 0),yongjia,0.011255177480789797
Wenzhounan Railway Station,Yongjia Railway Station,wenzhou,yongjia,1,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13435290.745642262 3258067.834295511 0),yongjia,0.01785548604251895
Wenzhounan Railway Station,Changzhou Railway Station,wenzhou,changzhou,111,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13354790.538445106 3735397.1397779984 0),changzhou,0.49492856879663955
Wenzhounan Railway Station,Changzhou Railway Station,wenzhou,changzhou,111,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13352842.553666335 3744414.751385263 0),changzhou,0.5041420704116942
Wenzhounan Railway Station,Changzhou Railway Station,wenzhou,changzhou,111,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13354790.538445106 3735397.1397779984 0),changzhou,0.49501000246945703
Wenzhounan Railway Station,Changzhou Railway Station,wenzhou,changzhou,111,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13352842.553666335 3744414.751385263 0),changzhou,0.5042104911964075
Wenzhounan Railway Station,Shenfang Railway Station,wenzhou,shenfang,55,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,POINT Z (13468276.087563774 3274302.0025176685 0),shenfang,0.04378935212084637
Wenzhounan Railway Station,Shenfang Railway Station,wenzhou,shenfang,55,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,POINT Z (13468276.087563774 3274302.0025176685 0),shenfang,0.05386598345733033
Wufushan Railway Station,Shangrao Railway Station,wufushan,shangrao,513,POINT Z (13140249.888734464 3278120.0768861724 0),wufushan,POINT Z (13135816.631201835 3311502.2700465834 0),shangrao,0.033675281625393925
Wufushan Railway Station,Hangzhoudong Railway Station,wufushan,hangzhou,6,POINT Z (13140249.888734464 3278120.0768861724 0),wufushan,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,0.3523366783484682
Wufushan Railway Station,Hangzhoudong Railway Station,wufushan,hangzhou,6,POINT Z (13140249.888734464 3278120.0768861724 0),wufushan,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,0.35705402601562736
Wufushan Railway Station,Hangzhoudong Railway Station,wufushan,hangzhou,6,POINT Z (13140249.888734464 3278120.0768861724 0),wufushan,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,0.3503143323314577
Wufushan Railway Station,Wuyishandong Railway Station,wufushan,wuyishan,389,POINT Z (13140249.888734464 3278120.0768861724 0),wufushan,POINT Z (13140197.076207682 3221395.2126334035 0),wuyishan,0.056724888837776016
Wufushan Railway Station,Wuyishandong Railway Station,wufushan,wuyishan,389,POINT Z (13140249.888734464 3278120.0768861724 0),wufushan,POINT Z (13145627.258891013 3183058.545866413 0),wuyishan,0.0952135010889801
Wufushan Railway Station,Jianouxi Railway Station,wufushan,jianou,112,POINT Z (13140249.888734464 3278120.0768861724 0),wufushan,POINT Z (13166215.96079441 3129912.4580189623 0),jianou,0.15046506301633789
Wuhan Railway Station,Shanghaihongqiao Railway Station,wuhan,shanghaihongqiao,662,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13504866.490043916 3658229.2535873577 0),shanghaihongqiao,0.7715889830240413
Wuhan Railway Station,Shenzhenbei Railway Station,wuhan,shenzhen,1224,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12702900.096578721 2575750.574298596 0),shenzhen,1.00695805912764
Wuhan Railway Station,Shenzhenbei Railway Station,wuhan,shenzhen,1224,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12693088.623529322 2585166.595883038 0),shenzhen,0.9979314591669453
Wuhan Railway Station,Guangzhounan Railway Station,wuhan,guangzhou,253,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12614707.82010236 2650635.188404234 0),guangzhou,0.9394930183367117
Wuhan Railway Station,Guangzhounan Railway Station,wuhan,guangzhou,253,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12607181.381423736 2650470.5346365725 0),guangzhou,0.9406657198494947
Wuhan Railway Station,Guangzhounan Railway Station,wuhan,guangzhou,253,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12608493.456616975 2630984.2265344746 0),guangzhou,0.95979261519343
Wuhan Railway Station,Guangzhounan Railway Station,wuhan,guangzhou,253,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12601167.154241467 2677967.1619244507 0),guangzhou,0.9143146346049977
Wuhan Railway Station,Changshanan Railway Station,wuhan,changsha,548,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12585680.700380636 3267902.908761237 0),changsha,0.34878068366360765
Wuhan Railway Station,Hangzhoudong Railway Station,wuhan,hangzhou,36,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,0.6560108693746276
Wuhan Railway Station,Hangzhoudong Railway Station,wuhan,hangzhou,36,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,0.6457737121606726
Wuhan Railway Station,Hangzhoudong Railway Station,wuhan,hangzhou,36,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,0.6428799952684725
Wuhan Railway Station,Xianningbei Railway Station,wuhan,xianning,1856,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12723841.682937715 3482928.7977435063 0),xianning,0.10007501402204155
Wuhan Railway Station,Xianningbei Railway Station,wuhan,xianning,1856,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12728215.242721744 3486702.6965575237 0),xianning,0.09583416913713841
Wuhan Railway Station,Xianningbei Railway Station,wuhan,xianning,1856,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12723359.673104806 3490959.3062423686 0),xianning,0.09219102213310938
Wuhan Railway Station,Yueyangdong Railway Station,wuhan,yueyang,1203,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12601695.653097484 3422610.9656750713 0),yueyang,0.20919888725724062
Wuhan Railway Station,Chibibei Railway Station,wuhan,chibi,440,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12678903.78049563 3470227.9842722816 0),chibi,0.1261021652665024
Wuhan Railway Station,Miluodong Railway Station,wuhan,miluo,920,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12594456.821681665 3343681.648209028 0),miluo,0.2778260079342063
Wuhan Railway Station,Hankou Railway Station,wuhan,hankou,734,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12718234.237212313 3583674.815616224 0),hankou,0.018868539502407064
Wuhan Railway Station,Hefeinan Railway Station,wuhan,hefei,1,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13047815.489511937 3741745.8354292926 0),hefei,0.349369527520644
Wuhan Railway Station,Hefeinan Railway Station,wuhan,hefei,1,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13056105.745874763 3737160.9749078625 0),hefei,0.35473653291740037
Wuhan Railway Station,Hefeinan Railway Station,wuhan,hefei,1,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13059093.506238472 3748582.5311380136 0),hefei,0.3625263710534443
Wuhan Railway Station,Liuan Railway Station,wuhan,liuan,329,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12968150.100683397 3726124.9764040043 0),liuan,0.2722990580776586
Wuhan Railway Station,Jinzhai Railway Station,wuhan,jinzhai,328,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12909653.10221419 3714493.085889703 0),jinzhai,0.21752135503361036
Wuhan Railway Station,Machengbei Railway Station,wuhan,macheng,219,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12799334.658843683 3657372.564799416 0),macheng,0.09768408016909831
Wuhan Railway Station,Huanggangdong Railway Station,wuhan,huanggang,217,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12799671.483681634 3569138.8844827428 0),huanggang,0.06396513968282758
Wuhan Railway Station,Huanggangdong Railway Station,wuhan,huanggang,217,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12794921.519414715 3566462.301968913 0),huanggang,0.05996505119081693
Wuhan Railway Station,Huanggangdong Railway Station,wuhan,huanggang,217,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12788816.83991416 3568906.6915051774 0),huanggang,0.053439230823468166
Wuhan Railway Station,Haerbinxi Railway Station,wuhan,haerbin,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (14095719.606631186 5741594.730499727 0),haerbin,2.551333158995255
Wuhan Railway Station,Haerbinxi Railway Station,wuhan,haerbin,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (14085269.24397349 5756055.054812817 0),haerbin,2.558060774429704
Wuhan Railway Station,Haerbinxi Railway Station,wuhan,haerbin,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (14089960.806918606 5733174.4947545845 0),haerbin,2.5411394707112085
Wuhan Railway Station,Tianjinxi Railway Station,wuhan,tianjin,151,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13047077.026734188 4741113.152474364 0),tianjin,1.1997357444906092
Wuhan Railway Station,Tianjinxi Railway Station,wuhan,tianjin,151,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13041849.082956515 4744241.343686646 0),tianjin,1.201420949766856
Wuhan Railway Station,Tianjinxi Railway Station,wuhan,tianjin,151,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13030487.818397826 4729658.028137841 0),tianjin,1.1844547788269315
Wuhan Railway Station,Tianjinxi Railway Station,wuhan,tianjin,151,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13047033.121770427 4745468.662114964 0),tianjin,1.2039325277638244
Wuhan Railway Station,Qingdaobei Railway Station,wuhan,qingdao,112,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13399437.496711323 4323899.47510002 0),qingdao,0.9944815500347639
Wuhan Railway Station,Qingdaobei Railway Station,wuhan,qingdao,112,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13392578.826699892 4309577.668129671 0),qingdao,0.9792407280024195
Wuhan Railway Station,Xiaoganbei Railway Station,wuhan,xiaogan,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12683967.424831215 3624444.3172212415 0),xiaogan,0.06787605243747394
Wuhan Railway Station,Xiaoganbei Railway Station,wuhan,xiaogan,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12714534.700803723 3709522.6278174957 0),xiaogan,0.12936540473422453
Wuhan Railway Station,Xinyangdong Railway Station,wuhan,xinyang,1052,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12707693.879759446 3782549.0866898755 0),xinyang,0.2025563421326689
Wuhan Railway Station,Zhumadianxi Railway Station,wuhan,zhumadian,110,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12687310.469030827 3895631.60493406 0),zhumadian,0.31742145847686287
Wuhan Railway Station,Tahexi Railway Station,wuhan,tahe,215,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12685634.285816956 3971779.951669721 0),tahe,0.3930264221832929
Wuhan Railway Station,Zhengzhoudong Railway Station,wuhan,zhengzhou,751,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,0.5539021948382398
Wuhan Railway Station,Zhengzhoudong Railway Station,wuhan,zhengzhou,751,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,0.5540447156032566
Wuhan Railway Station,Zhengzhoudong Railway Station,wuhan,zhengzhou,751,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,0.558269219639247
Wuhan Railway Station,Ningbo Railway Station,wuhan,ningbo,108,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13528989.0397579 3486197.063300542 0),ningbo,0.797738863889493
Wuhan Railway Station,Ningbo Railway Station,wuhan,ningbo,108,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13534337.914907798 3484311.096416954 0),ningbo,0.8032766605654491
Wuhan Railway Station,Wenzhounan Railway Station,wuhan,wenzhou,221,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,0.7735319444772989
Wuhan Railway Station,Wenzhounan Railway Station,wuhan,wenzhou,221,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,0.7642857482095493
Wuhan Railway Station,Shenyangnan Railway Station,wuhan,shenyang,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13736830.159574749 5111054.63839367 0),shenyang,1.8267985285574118
Wuhan Railway Station,Shenyangnan Railway Station,wuhan,shenyang,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13740069.758467756 5133636.519699833 0),shenyang,1.847496452808292
Wuhan Railway Station,Shenyangnan Railway Station,wuhan,shenyang,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13735475.647499198 5129912.210218164 0),shenyang,1.8418755308827224
Wuhan Railway Station,Dalianbei Railway Station,wuhan,dalian,110,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13536738.234080937 4723915.976116797 0),dalian,1.3939849354600136
Wuhan Railway Station,Dalianbei Railway Station,wuhan,dalian,110,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13539553.7176252 4710480.937450008 0),dalian,1.3846319442338944
Wuhan Railway Station,Shangqiu Railway Station,wuhan,shangqiu,12,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12874269.71548806 4088804.331000757 0),shangqiu,0.5249297955210853
Wuhan Railway Station,Xianbei Railway Station,wuhan,xian,111,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12126488.925853157 4079621.9403336737 0),xian,0.787572457921234
Wuhan Railway Station,Guiyangbei Railway Station,wuhan,guiyang,93,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (11882300.671931814 3081970.424612586 0),guiyang,0.9903219979442995
Wuhan Railway Station,Guiyangbei Railway Station,wuhan,guiyang,93,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (11877718.974088352 3068602.6256535393 0),guiyang,1.0010702859627396
Wuhan Railway Station,Guiyangbei Railway Station,wuhan,guiyang,93,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (11875221.188244483 3077703.8436614233 0),guiyang,0.9985870722216252
Wuhan Railway Station,Lushan Railway Station,wuhan,lushan,109,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12899281.569897309 3452304.9072773852 0),lushan,0.2077907778524643
Wuhan Railway Station,Nanningdong Railway Station,wuhan,nanning,217,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12057110.204927696 2611474.926515721 0),nanning,1.1851052721575155
Wuhan Railway Station,Nanningdong Railway Station,wuhan,nanning,217,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12068082.499482013 2613307.55793596 0),nanning,1.1773358840166317
Wuhan Railway Station,Honganxi Railway Station,wuhan,hongan,622,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12760272.748153398 3633615.480546132 0),hongan,0.05648511918037652
Wuhan Railway Station,Beijingxi Railway Station,wuhan,beijing,659,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12959931.421973908 4851589.804862066 0),beijing,1.2888792364610613
Wuhan Railway Station,Beijingxi Railway Station,wuhan,beijing,659,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12948133.830318343 4850529.947923675 0),beijing,1.2858459949309502
Wuhan Railway Station,Beijingxi Railway Station,wuhan,beijing,659,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12954622.78792938 4846115.115672885 0),beijing,1.2825761331215357
Wuhan Railway Station,Fuzhou Railway Station,wuhan,fuzhou,205,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,0.404632083774473
Wuhan Railway Station,Fuzhou Railway Station,wuhan,fuzhou,205,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,0.8045294158773396
Wuhan Railway Station,Fuzhou Railway Station,wuhan,fuzhou,205,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,0.38660403888748435
Wuhan Railway Station,Fuzhou Railway Station,wuhan,fuzhou,205,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,0.7876277992443348
Wuhan Railway Station,Shamen Railway Station,wuhan,shamen,27,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13143398.869999725 2831449.433189619 0),shamen,0.853609362872251
Wuhan Railway Station,Shamen Railway Station,wuhan,shamen,27,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13148066.214165106 2810839.878800754 0),shamen,0.8739743100627148
Wuhan Railway Station,Ezhou Railway Station,wuhan,ezhou,546,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12786211.426045137 3550514.9141928316 0),ezhou,0.05845840213092229
Wuhan Railway Station,Ezhou Railway Station,wuhan,ezhou,546,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12795400.370779715 3550367.869126777 0),ezhou,0.0664441011834303
Wuhan Railway Station,Huangshibei Railway Station,wuhan,huangshi,281,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12794493.173591366 3523669.4151834175 0),huangshi,0.08196673302637215
Wuhan Railway Station,Huangshibei Railway Station,wuhan,huangshi,281,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12801984.896730194 3531097.5994688505 0),huangshi,0.08259658763420229
Wuhan Railway Station,Dayebei Railway Station,wuhan,daye,15,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12801326.874195736 3519530.8405101663 0),daye,0.08973015723474688
Wuhan Railway Station,Fenghua Railway Station,wuhan,fenghua,80,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13520900.67654239 3456109.8692381596 0),fenghua,0.793926630045752
Wuhan Railway Station,Lanzhouxi Railway Station,wuhan,lanzhou,111,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (11549278.437323818 4309917.71840188 0),lanzhou,1.3930008831372385
Wuhan Railway Station,Weihai Railway Station,wuhan,weihai,93,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13596328.489580676 4498631.600897737 0),weihai,1.2563253434712125
Wuhan Railway Station,Weihai Railway Station,wuhan,weihai,93,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (13585767.787377669 4508336.56470246 0),weihai,1.2562638759008262
Wuhan Railway Station,Taiyuannan Railway Station,wuhan,taiyuan,108,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12535130.286174435 4549982.939483829 0),taiyuan,0.9886895852285825
Wuhan Railway Station,Taiyuannan Railway Station,wuhan,taiyuan,108,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12532538.008450605 4559660.703318949 0),taiyuan,0.9986929424237909
Wuhan Railway Station,Gediannan Railway Station,wuhan,gedian,217,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,POINT Z (12763418.484566828 3567039.7528925645 0),gedian,0.03039018717424352
Wuhu Railway Station,Nanjingnan Railway Station,wuhu,nanjing,21,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13073769.73944196 2824412.1832262203 0),nanjing,0.8602803913839513
Wuhu Railway Station,Nanjingnan Railway Station,wuhu,nanjing,21,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13223996.056399565 3759466.325389543 0),nanjing,0.09298992935831671
Wuhu Railway Station,Nanjingnan Railway Station,wuhu,nanjing,21,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13223864.8071577 3775000.887935812 0),nanjing,0.10676683063678466
Wuhu Railway Station,Shanghai Railway Station,wuhu,shanghai,572,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13519890.3616607 3665472.189793042 0),shanghai,0.3414649131543494
Wuhu Railway Station,Shanghai Railway Station,wuhu,shanghai,572,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13513619.73797257 3667315.7554583913 0),shanghai,0.3351334369578876
Wuhu Railway Station,Shanghai Railway Station,wuhu,shanghai,572,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13516935.750460241 3652860.7181513165 0),shanghai,0.3392234959219917
Wuhu Railway Station,Tongling Railway Station,wuhu,tongling,665,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13119816.372323805 3622493.368481954 0),tongling,0.08108419957814673
Wuhu Railway Station,Tongling Railway Station,wuhu,tongling,665,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13137573.317888444 3634763.770300258 0),tongling,0.05984703516941579
Wuhu Railway Station,Maanshandong Railway Station,wuhu,maanshan,19,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13195453.939891854 3723302.3565375987 0),maanshan,0.048056690020339965
Wuhu Railway Station,Yijiang Railway Station,wuhu,yijiang,336,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13177341.782737648 3665359.776115115 0),yijiang,0.012981438702522382
Wuhu Railway Station,Dangtudong Railway Station,wuhu,dangtu,131,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13193766.322273847 3706170.3001411995 0),dangtu,0.03172166110546063
Wuhu Railway Station,Fanchangxi Railway Station,wuhu,fanchang,606,POINT Z (13178665.49137427 3678273.5496237637 0),wuhu,POINT Z (13152744.992734611 3642263.9062139117 0),fanchang,0.044368532410180184
Wulongbeidong Railway Station,Dandong Railway Station,wulongbei,dan,216,POINT Z (13834967.499613902 4904242.052172109 0),wulongbei,POINT Z (13846129.2677339 4883766.968399054 0),dan,0.023319822535306664
Wulongbeidong Railway Station,Dandong Railway Station,wulongbei,dan,216,POINT Z (13834967.499613902 4904242.052172109 0),wulongbei,POINT Z (13832379.431102654 4866246.959285422 0),dan,0.03808313513993869
Wulongbeidong Railway Station,Benxi Railway Station,wulongbei,ben,112,POINT Z (13834967.499613902 4904242.052172109 0),wulongbei,POINT Z (13776014.572132643 5055722.534732169 0),ben,0.16254779068089217
Wuwei Railway Station,Hefeinan Railway Station,wuwei,hefei,562,POINT Z (13131680.190393472 3672618.9253122215 0),wuwei,POINT Z (13047815.489511937 3741745.8354292926 0),hefei,0.10868218693181969
Wuwei Railway Station,Hefeinan Railway Station,wuwei,hefei,562,POINT Z (13131680.190393472 3672618.9253122215 0),wuwei,POINT Z (13056105.745874763 3737160.9749078625 0),hefei,0.09938396666624696
Wuwei Railway Station,Hefeinan Railway Station,wuwei,hefei,562,POINT Z (13131680.190393472 3672618.9253122215 0),wuwei,POINT Z (13059093.506238472 3748582.5311380136 0),hefei,0.10506805473917415
Wuwei Railway Station,Jingxian Railway Station,wuwei,jingxian,28,POINT Z (13131680.190393472 3672618.9253122215 0),wuwei,POINT Z (13178384.585656129 3588702.7910221913 0),jingxian,0.09603758707419122
Wuwei Railway Station,Tonglingbei Railway Station,wuwei,tongling,1601,POINT Z (13131680.190393472 3672618.9253122215 0),wuwei,POINT Z (13119816.372323805 3622493.368481954 0),tongling,0.051510403092331916
Wuwei Railway Station,Tonglingbei Railway Station,wuwei,tongling,1601,POINT Z (13131680.190393472 3672618.9253122215 0),wuwei,POINT Z (13137573.317888444 3634763.770300258 0),tongling,0.038311117350604475
Wuwei Railway Station,Chaohudong Railway Station,wuwei,chaohu,1065,POINT Z (13131680.190393472 3672618.9253122215 0),wuwei,POINT Z (13126478.0952242 3714141.955371564 0),chaohu,0.04184762621056549
Wuwei Railway Station,Nanling Railway Station,wuwei,nanling,307,POINT Z (13131680.190393472 3672618.9253122215 0),wuwei,POINT Z (13168358.86299593 3611559.532835259 0),nanling,0.07122902802603746
